CODE;VERSION;DESCRIPTION;STATUS;GROUP_CODE
"EC003207";"3";"Construction glue";"Published";"EG020250"
"EC003208";"3";"Eave";"Published";"EG020550"
"EC003209";"3";"Dry ventilating ridge";"Published";"EG020550"
"EC003210";"3";"Roof fixation";"Published";"EG020550"
"EC003211";"3";"Corner and valley rafter";"Published";"EG020550"
"EC003212";"3";"Plaster gypsum";"Published";"EG020100"
"EC003213";"3";"Accessories/spare parts for corrugated sheet";"Published";"EG020300"
"EC003214";"3";"Wedge";"Published";"EG020150"
"EC003215";"3";"Profile tong";"Published";"EG020150"
"EC003216";"3";"Joint filler";"Published";"EG020100"
"EC003217";"2";"Paint roller grate";"Published";"EG020150"
"EC003218";"3";"Paint tray";"Published";"EG020150"
"EC003219";"3";"Joint knife spacer sleeve";"Published";"EG020150"
"EC003220";"2";"Shoring prop";"Published";"EG020150"
"EC003221";"3";"Screeder board";"Published";"EG020150"
"EC003222";"2";"Espagnolette lock";"Published";"EG020100"
"EC003223";"2";"Espagnolette bolt";"Published";"EG020100"
"EC003225";"2";"Filling element system floor";"Published";"EG020600"
"EC003226";"3";"Floor joist system floor";"Published";"EG020600"
"EC003228";"3";"Insect screen";"Published";"EG020100"
"EC003229";"3";"Roller shutter";"Published";"EG020100"
"EC003230";"3";"Roof connection";"Published";"EG020550"
"EC003232";"2";"Bond stone";"Published";"EG020450"
"EC003233";"3";"Transition driveway kerbstone";"Published";"EG020450"
"EC003234";"2";"Kerbstone, straight (no fading)";"Published";"EG020450"
"EC003235";"2";"Kerbstone, straight (with fading)";"Published";"EG020450"
"EC003236";"2";"Kerbstone Angle (no fading)";"Published";"EG020450"
"EC003237";"2";"Kerbstone Angle (with fading)";"Published";"EG020450"
"EC003238";"3";"Foundation formwork";"Published";"EG020600"
"EC003239";"3";"Cement";"Published";"EG020650"
"EC003240";"2";"Feed-in bend meter box floor plate";"Published";"EG019760"
"EC003241";"2";"Meter box floor plate";"Published";"EG019760"
"EC003242";"2";"Rubber compensator";"Published";"EG015570"
"EC003243";"2";"Metal compensator";"Published";"EG015570"
"EC003244";"2";"Tap aerator";"Published";"EG017620"
"EC003245";"2";"Robotic arm";"Published";"EG000026"
"EC003246";"2";"Shower floor";"Published";"EG017910"
"EC003247";"2";"Floor connection for flue gas/air supply";"Published";"EG015560"
"EC003248";"2";"Power cable &lt; 1 kV, for permanent installation";"Published";"EG000001"
"EC003249";"2";"Data and communication cable";"Published";"EG000001"
"EC003250";"2";"Power cable &lt; 1 kV, for moving application";"Published";"EG000001"
"EC003251";"2";"Power cable &gt;= 1 kV, for permanent installation";"Published";"EG000001"
"EC003253";"1";"Pellet stove";"Published";"EG015210"
"EC003254";"2";"Insulation cover for air-/dirt separator";"Published";"EG015140"
"EC003255";"2";"Label holder";"Published";"EG015530"
"EC003257";"2";"Dish brush";"Published";"EG012000"
"EC003261";"2";"Sluice valve";"Published";"EG015610"
"EC003262";"2";"Casing convector radiator";"Published";"EG015710"
"EC003263";"2";"Smart thermostat";"Published";"EG015840"
"EC003264";"1";"Telescopic tube synthetic pit";"Published";"EG020450"
"EC003265";"2";"Plastic pit bottom";"Published";"EG020450"
"EC003266";"2";"Plastic pit";"Published";"EG020450"
"EC003267";"1";"Synthetic shaft";"Published";"EG020450"
"EC003268";"2";"Underground service valve";"Published";"EG015610"
"EC003269";"2";"Pipe end plate";"Published";"EG014000"
"EC003270";"2";"Six-way control valve with electric servomotor";"Published";"EG015610"
"EC003271";"2";"Fire damper actuator";"Published";"EG015630"
"EC003272";"1";"Wing screw";"Published";"EG000049"
"EC003274";"2";"Electronic pressure-independent 2-way control valve with energy monitoring";"Published";"EG015610"
"EC003278";"2";"Nibbler (battery)";"Published";"EG000051"
"EC003279";"1";"Universal scissors (battery)";"Published";"EG000051"
"EC003281";"2";"Precision drill/grinder (electric)";"Published";"EG000051"
"EC003283";"1";"Rotary and demolition hammer (battery)";"Published";"EG000051"
"EC003285";"1";"Threaded rod cutter (battery)";"Published";"EG000051"
"EC003287";"2";"Groove cutter (battery)";"Published";"EG000051"
"EC003288";"2";"Sheet metal shears (battery)";"Published";"EG000051"
"EC003289";"2";"Blower vac (battery)";"Published";"EG000051"
"EC003290";"1";"Air pump (battery)";"Published";"EG000051"
"EC003292";"1";"Needle scaler (battery)";"Published";"EG000051"
"EC003298";"1";"Angle Wrench (battery)";"Published";"EG000051"
"EC003299";"2";"Accessories/spare parts for inspection camera";"Published";"EG020002"
"EC003302";"1";"Heating device for work pieces (electrical)";"Published";"EG000051"
"EC003303";"2";"Brush grinder (electric)";"Published";"EG000051"
"EC003304";"1";"Diamond saw (electric)";"Published";"EG000051"
"EC003305";"1";"Dowel machine (electric)";"Published";"EG000051"
"EC003307";"2";"Fold seam locker (electric)";"Published";"EG000051"
"EC003308";"2";"Accessory set for precision drill/grinder";"Published";"EG020002"
"EC003309";"2";"Precision drill/grinder set (electric)";"Published";"EG000051"
"EC003311";"2";"Flathead grinder (electric)";"Published";"EG000051"
"EC003312";"1";"Jointing press (electric)";"Published";"EG000051"
"EC003315";"1";"Threaded rod cutter (electric)";"Published";"EG000051"
"EC003317";"2";"Groove cutter (electric)";"Published";"EG000051"
"EC003318";"2";"Fillet grinder (electric)";"Published";"EG000051"
"EC003321";"1";"Chain mortiser (electric)";"Published";"EG000051"
"EC003322";"2";"Putty router (electric)";"Published";"EG000051"
"EC003324";"1";"Varnish milling cutter (electric)";"Published";"EG000051"
"EC003325";"1";"Linear grinder (electric)";"Published";"EG000051"
"EC003326";"2";"Magazine screwdriver (electric)";"Published";"EG000051"
"EC003327";"2";"Multifunctional grinder (electric)";"Published";"EG000051"
"EC003328";"2";"Needle scaler (electric)";"Published";"EG000051"
"EC003330";"2";"Wet grinder (electric)";"Published";"EG000051"
"EC003332";"1";"Polisher (electric)";"Published";"EG000051"
"EC003334";"1";"Pipe belt grinder (electric)";"Published";"EG000051"
"EC003335";"2";"Renovation milling cutter (electric)";"Published";"EG000051"
"EC003337";"2";"Scraper (electric)";"Published";"EG000051"
"EC003347";"2";"Pipe beveller (electric)";"Published";"EG000051"
"EC003348";"1";"Rope saw (electric)";"Published";"EG000051"
"EC003349";"1";"Spray gun (electric)";"Published";"EG000051"
"EC003351";"2";"Wallpaper stripper (electric)";"Published";"EG000051"
"EC003352";"1";"Carpet remover (electric)";"Published";"EG000051"
"EC003354";"1";"Stair stringer milling machine (electric)";"Published";"EG000051"
"EC003362";"2";"Precision drill/grinder (battery)";"Published";"EG000051"
"EC003363";"2";"Precision drill/grinder set (battery)";"Published";"EG000051"
"EC003367";"2";"Spring scale";"Published";"EG020000"
"EC003368";"1";"Penstock";"Published";"EG015610"
"EC003369";"1";"Pack hook";"Published";"EG020000"
"EC003372";"2";"Flap valve";"Published";"EG015610"
"EC003373";"2";"Strapping device";"Published";"EG020000"
"EC003374";"2";"Window cleaner (battery)";"Published";"EG020000"
"EC003375";"2";"Ride-on vacuum sweeping machine";"Published";"EG020000"
"EC003378";"1";"Weeder (gas powered)";"Published";"EG020000"
"EC003379";"2";"Nut Splitter";"Published";"EG020000"
"EC003380";"2";"Concrete tamper (hand)";"Published";"EG020000"
"EC003382";"2";"Loop tie twisting tool";"Published";"EG020000"
"EC003384";"1";"Post hole digger";"Published";"EG020000"
"EC003385";"1";"Hedge trimmer (hand)";"Published";"EG020000"
"EC003386";"1";"Rake";"Published";"EG020000"
"EC003387";"2";"Sickle";"Published";"EG020000"
"EC003388";"1";"Carry handle";"Published";"EG020000"
"EC003389";"1";"Hand saw set";"Published";"EG020000"
"EC003391";"2";"Water mist sprinkler";"Published";"EG015610"
"EC003393";"1";"Laths lifter";"Published";"EG020000"
"EC003398";"1";"Laminate cutter";"Published";"EG020000"
"EC003401";"2";"Wash basin wrench";"Published";"EG020000"
"EC003403";"1";"Scraper/trowel set";"Published";"EG020000"
"EC003405";"1";"(De)magnetizing device";"Published";"EG020000"
"EC003406";"2";"Bolt block";"Published";"EG020000"
"EC003407";"2";"Accessories/spare parts for vice";"Published";"EG020000"
"EC003409";"1";"Brush set";"Published";"EG020000"
"EC003412";"2";"Tiling cord";"Published";"EG019510"
"EC003413";"2";"Sponge";"Published";"EG020000"
"EC003414";"1";"Plate lifting bracket";"Published";"EG020000"
"EC003415";"1";"Tiler breaking pliers";"Published";"EG020000"
"EC003419";"1";"Paper pliers";"Published";"EG020000"
"EC003420";"2";"Notching pliers";"Published";"EG020000"
"EC003421";"2";"Steel wire mesh cutter";"Published";"EG020000"
"EC003423";"1";"Strike plate edger";"Published";"EG020000"
"EC003424";"2";"Material moisture meter";"Published";"EG020000"
"EC003425";"1";"Telescopic measuring rod";"Published";"EG020000"
"EC003427";"2";"Flame spray powder";"Published";"EG020000"
"EC003432";"1";"Soldering water bottle";"Published";"EG020000"
"EC003433";"2";"Soldering water brush";"Published";"EG020000"
"EC003435";"1";"Forstner bit";"Published";"EG020000"
"EC003436";"1";"Ice drill";"Published";"EG020000"
"EC003437";"1";"Drilling dust collector";"Published";"EG020000"
"EC003441";"1";"Chisel set for drill hammer";"Published";"EG020000"
"EC003442";"2";"Mixing head";"Published";"EG020000"
"EC003446";"2";"Saw blade assortment";"Published";"EG020000"
"EC003447";"2";"Chain for chainsaw";"Published";"EG020000"
"EC003449";"1";"Hand grinder set";"Published";"EG020000"
"EC003452";"2";"Cutting disc set";"Published";"EG020000"
"EC003453";"2";"Counterbore";"Published";"EG020000"
"EC003455";"2";"System accessories for colour spray system (battery/electric/compressed air)";"Published";"EG020000"
"EC003456";"2";"System accessories for milling (battery/electric)";"Published";"EG020000"
"EC003457";"1";"System accessories for planing (battery/electric)";"Published";"EG020000"
"EC003458";"2";"System accessories for nibbling/cutting (battery/electric/compressed air)";"Published";"EG020000"
"EC003459";"2";"System accessories for oscillating (battery/electric/compressed air)";"Published";"EG020000"
"EC003460";"2";"System accessories for sawing (battery/electric/compressed air)";"Published";"EG020000"
"EC003461";"2";"System accessories for scraping (battery/electric/compressed air)";"Published";"EG020000"
"EC003462";"2";"System accessories for grinding/polishing (battery/electric/compressed air)";"Published";"EG020000"
"EC003463";"1";"System accessories for wallpaper stripping (battery/electric)";"Published";"EG020000"
"EC003465";"2";"Drilling machine (compressed air)";"Published";"EG020000"
"EC003466";"2";"Hammer (compressed air)";"Published";"EG020000"
"EC003467";"2";"Needle scaler (compressed air)";"Published";"EG020000"
"EC003468";"2";"Oscillator (compressed air)";"Published";"EG020000"
"EC003469";"2";"Jig saw (compressed air)";"Published";"EG020000"
"EC003470";"2";"Sheet nibbler (compressed air)";"Published";"EG020000"
"EC003471";"2";"Belt grinder (compressed air)";"Published";"EG020000"
"EC003472";"2";"Random orbital disc grinder (compressed air)";"Published";"EG020000"
"EC003473";"2";"Belt file (compressed air)";"Published";"EG020000"
"EC003474";"2";"Oscillating grinder (compressed air)";"Published";"EG020000"
"EC003475";"2";"Straight grinder (compressed air)";"Published";"EG020000"
"EC003476";"2";"Angle grinder (compressed air)";"Published";"EG020000"
"EC003477";"2";"Angle die grinder (compressed air)";"Published";"EG020000"
"EC003479";"2";"Impact screwdriver (compressed air)";"Published";"EG020000"
"EC003480";"2";"Tool holder assortment";"Published";"EG020000"
"EC003481";"2";"Rainwater system";"Published";"EG017110"
"EC003482";"2";"Beehive grate";"Published";"EG015130"
"EC003484";"2";"Sewage tank";"Published";"EG015120"
"EC003485";"2";"Phosphorus trap/filter";"Published";"EG015140"
"EC003486";"2";"Sequencing batch reactor";"Published";"EG015140"
"EC003487";"2";"UV box";"Published";"EG015140"
"EC003488";"2";"Wastewater filter";"Published";"EG015140"
"EC003490";"2";"Base manhole chamber";"Published";"EG015130"
"EC003492";"2";"Manhole chamber riser/reduction";"Published";"EG015130"
"EC003496";"2";"Accessories/spare parts for infiltration unit";"Published";"EG020450"
"EC003497";"2";"Accessories/spare parts for infiltration gully";"Published";"EG020450"
"EC003498";"2";"PCM element";"Published";"EG018110"
"EC003499";"2";"Tile cutter (hand model)";"Published";"EG000050"
"EC003501";"2";"Rebar splicing system";"Published";"EG020200"
"EC003502";"2";"Accessories/spare parts for navigation systems/tablets/mobile phones";"Published";"EG000041"
"EC003504";"1";"Projection screen";"Published";"EG000041"
"EC003505";"2";"Accessories/spare parts for loudspeaker";"Published";"EG000041"
"EC003507";"2";"Medium-/high voltage fuse";"Published";"EG000020"
"EC003508";"2";"Utility pole";"Published";"EG020001"
"EC003509";"1";"High voltage disconnector";"Published";"EG020001"
"EC003510";"2";"Cable suspension hook";"Published";"EG000004"
"EC003511";"2";"Accessories/spare parts for high voltage disconnector";"Published";"EG020001"
"EC003512";"2";"Accessories/spare parts for utility pole";"Published";"EG020001"
"EC003513";"2";"Accessories/spare parts for stay wire";"Published";"EG020001"
"EC003514";"1";"High voltage insulator";"Published";"EG020001"
"EC003515";"2";"Cross arm for utility pole";"Published";"EG020001"
"EC003516";"2";"Accessories/spare parts for cross arm for utility pole";"Published";"EG020001"
"EC003517";"1";"Cable distribution cabinet";"Published";"EG000023"
"EC003520";"2";"Cable termination for medium and high voltage cables";"Published";"EG020001"
"EC003521";"1";"Plug termination for medium and high voltage cables";"Published";"EG020001"
"EC003522";"2";"Distribution transformer";"Published";"EG020001"
"EC003524";"2";"Marking pole";"Published";"EG000023"
"EC003527";"2";"Dry toilet";"Published";"EG017110"
"EC003528";"2";"Bath rail";"Published";"EG017210"
"EC003529";"1";"Discussion unit";"Published";"EG000036"
"EC003530";"2";"Thermal camera";"Published";"EG000044"
"EC003531";"2";"Convector pit complete without grid";"Published";"EG015710"
"EC003532";"2";"Accessories/spare parts for distribution transformer";"Published";"EG020001"
"EC003534";"2";"Exterior door (complete with frame)";"Published";"EG013000"
"EC003535";"2";"Interior door (complete with frame)";"Published";"EG013000"
"EC003536";"2";"Window (complete with frame)";"Published";"EG013000"
"EC003537";"1";"Wireless control station";"Published";"EG000017"
"EC003538";"1";"Device circuit breaker";"Published";"EG000020"
"EC003539";"2";"Column radiator";"Published";"EG015710"
"EC003540";"2";"Frame and door for group distributor housing";"Published";"EG015410"
"EC003541";"2";"Frame for group distributor housing";"Published";"EG015410"
"EC003542";"2";"Door for group distributor housing";"Published";"EG015410"
"EC003543";"2";"Escalator";"Published";"EG020700"
"EC003544";"2";"Elevator";"Published";"EG020700"
"EC003545";"2";"Socket outlet/plug without protective contact";"Published";"EG000013"
"EC003546";"2";"Appliance connector";"Published";"EG000013"
"EC003548";"2";"Accessories/spare parts for first aid";"Published";"EG012000"
"EC003549";"2";"Packaging material";"Published";"EG012000"
"EC003550";"2";"Spill containment for oil/chemicals";"Published";"EG012000"
"EC003551";"2";"Water barrier";"Published";"EG012000"
"EC003552";"2";"PoE injector/splitter";"Published";"EG000037"
"EC003553";"1";"Robot controller";"Published";"EG000026"
"EC003554";"2";"Accessories/spare parts for robotic arm";"Published";"EG000026"
"EC003555";"2";"Exothermic welding mould";"Published";"EG000010"
"EC003556";"1";"Housing for circular connectors";"Published";"EG000058"
"EC003557";"1";"Contact insert for circular connectors";"Published";"EG000058"
"EC003558";"1";"Passive sensor-actuator interface (without cable)";"Published";"EG000026"
"EC003559";"2";"Dynamic power booster";"Published";"EG015710"
"EC003560";"1";"Exothermic welding powder";"Published";"EG000010"
"EC003561";"2";"Accessories/spare parts for exothermic welding";"Published";"EG000010"
"EC003562";"1";"Controller for public address system";"Published";"EG000036"
"EC003563";"1";"Earthing cartridge";"Published";"EG000059"
"EC003564";"1";"Short-circuiting bar";"Published";"EG000059"
"EC003565";"1";"Call station for public address system";"Published";"EG000036"
"EC003566";"1";"Amplifier for public address system";"Published";"EG000036"
"EC003567";"2";"Accessories/spare parts for heating mat";"Published";"EG000043"
"EC003568";"1";"Circular connector, mounting (PCB)";"Published";"EG000058"
"EC003569";"1";"Circular connector, mounting (without cable)";"Published";"EG000058"
"EC003570";"1";"Circular connector, mounting (with cable)";"Published";"EG000058"
"EC003571";"2";"Automatic tea maker";"Published";"EG000040"
"EC003572";"2";"Ironing system";"Published";"EG000040"
"EC003573";"2";"Skirt";"Published";"EG000046"
"EC003575";"2";"Tollgate";"Published";"EG000034"
"EC003576";"1";"Dress";"Published";"EG000046"
"EC003577";"2";"Headgear";"Published";"EG000046"
"EC003578";"2";"Back protection";"Published";"EG000046"
"EC003579";"2";"Safety mirror";"Published";"EG000046"
"EC003580";"2";"Underwear";"Published";"EG000046"
"EC003581";"2";"Self Contained Breathing Apparatus (SCBA)";"Published";"EG000046"
"EC003582";"2";"Garment set";"Published";"EG000046"
"EC003583";"2";"Accessories/spare parts for electric motor";"Published";"EG000034"
"EC003584";"2";"Personal care products";"Published";"EG000046"
"EC003585";"1";"Beverage";"Published";"EG000046"
"EC003586";"2";"Powered Air Purifying Respirator (PAPR)";"Published";"EG000046"
"EC003587";"2";"Paper towel";"Published";"EG000046"
"EC003588";"2";"Traffic management/road signage";"Published";"EG000046"
"EC003589";"1";"Cable protection mat";"Published";"EG000006"
"EC003590";"2";"Micrometer";"Published";"EG000050"
"EC003591";"2";"Dial gauge";"Published";"EG000050"
"EC003592";"1";"Temperature marker";"Published";"EG000050"
"EC003593";"2";"Pitchfork";"Published";"EG000050"
"EC003594";"1";"Roll groover";"Published";"EG000051"
"EC003595";"1";"Material testing device";"Published";"EG000044"
"EC003596";"2";"Industry-related tester/meter";"Published";"EG000044"
"EC003597";"1";"Digital photo frame";"Published";"EG000041"
"EC003598";"2";"Accessories/spare parts for consumer electronics";"Published";"EG000041"
"EC003599";"2";"Accessories/spare parts for camera (monitoring system)";"Published";"EG000054"
"EC003600";"1";"Application software for conference system";"Published";"EG000054"
"EC003601";"1";"Interpreter desk";"Published";"EG000036"
"EC003602";"1";"Controller for conference system";"Published";"EG000036"
"EC003603";"2";"Intercom";"Published";"EG000036"
"EC003604";"2";"Accessories/spare parts for conference system";"Published";"EG000036"
"EC003605";"2";"Wall duct system, wall integrated";"Published";"EG000006"
"EC003607";"2";"Group distributor housing watertight";"Published";"EG015410"
"EC003608";"1";"Cable gland shroud";"Published";"EG000009"
"EC003609";"1";"Non-slip mat";"Published";"EG000060"
"EC003611";"2";"Expulsion fuse-link, medium voltage";"Published";"EG000020"
"EC003612";"1";"Automatic sectionalising link (ASL)";"Published";"EG000020"
"EC003613";"2";"Nail gun (powder actuated)";"Published";"EG000050"
"EC003614";"1";"Audio interface for conference/public address system";"Published";"EG000036"
"EC003615";"1";"Threaded nail";"Published";"EG000049"
"EC003616";"1";"Assortment box empty";"Published";"EG000049"
"EC003617";"1";"Router for public address system";"Published";"EG000036"
"EC003618";"2";"Form part for installation tubes";"Published";"EG000002"
"EC003619";"1";"Sensor for liquid analysis";"Published";"EG015820"
"EC003620";"2";"Busbar tool";"Published";"EG000050"
"EC003621";"1";"Voltage controlled short-circuiting device";"Published";"EG000021"
"EC003623";"1";"Valve connector (field assembly)";"Published";"EG000026"
"EC003624";"2";"Towel drying radiator (electric)";"Published";"EG000043"
"EC003625";"1";"Firewall appliance";"Published";"EG000037"
"EC003626";"1";"Accessories/spare parts for firewall appliances";"Published";"EG000037"
"EC003627";"1";"License for data and telecommunication";"Published";"EG000037"
"EC003628";"1";"Transceiver (fibre optic/copper)";"Published";"EG000037"
"EC003629";"1";"WLAN controller";"Published";"EG000037"
"EC003631";"1";"Video conference system";"Published";"EG000037"
"EC003635";"1";"Machine vibration meter";"Published";"EG000044"
"EC003636";"1";"Accessories/spare parts for floor drain";"Published";"EG015130"
"EC003637";"1";"Steel rod (rectangular/flat)";"Published";"EG020003"
"EC003638";"1";"Horizontal support cable system";"Published";"EG000049"
"EC003640";"1";"Lamp shade";"Published";"EG000030"
"EC003641";"1";"Radiant panel (electric)";"Published";"EG000043"
"EC003642";"1";"T-Shirt";"Published";"EG000046"
"EC003643";"1";"Polo shirt";"Published";"EG000046"
"EC003644";"1";"Front cover radiator";"Published";"EG015710"
"EC003645";"1";"Counterbore set";"Published";"EG020000"
"EC003647";"1";"Welding curtain";"Published";"EG000061"
"EC003648";"1";"Steel rod (round)";"Published";"EG020003"
"EC003649";"1";"Round profile pipe, steel";"Published";"EG020003"
"EC003650";"1";"Steel strip";"Published";"EG020003"
"EC003652";"1";"Fastener for photovoltaics inverter";"Published";"EG000055"
"EC003653";"1";"Photovoltaics installation tool";"Published";"EG000055"
"EC003655";"1";"Accessories/spare parts for photovoltaics ballast";"Published";"EG000055"
"EC003656";"1";"Folding seat";"Published";"EG017210"
"EC003657";"1";"Battery isolator";"Published";"EG000053"
"EC003658";"1";"Accessories/spare parts for toilet seat";"Published";"EG017210"
"EC003660";"1";"Expansion joint profile";"Published";"EG000060"
"EC003661";"1";"Decorative sleeve for drill-in hinges";"Published";"EG020004"
"EC003662";"1";"Release button for doors";"Published";"EG020004"
"EC003663";"1";"Exterior paint";"Published";"EG020250"
"EC003664";"1";"Automatic drop down seal for doors";"Published";"EG020004"
"EC003666";"1";"Floor spring";"Published";"EG020004"
"EC003668";"1";"Closing unit for overhead door closer";"Published";"EG020004"
"EC003669";"1";"Smoke switch control unit";"Published";"EG020004"
"EC003670";"1";"Door coordinator";"Published";"EG020004"
"EC003671";"1";"Housing/cover cap for door closer";"Published";"EG020004"
"EC003672";"1";"Cover plate for floor spring";"Published";"EG020004"
"EC003674";"1";"Pivot bearing for door closer";"Published";"EG020004"
"EC003675";"1";"Anchor plate for holding magnet";"Published";"EG020004"
"EC003676";"1";"Integrated door closer guide rail";"Published";"EG020004"
"EC003677";"1";"Carry bar";"Published";"EG020004"
"EC003679";"1";"Guide rail for floor spring";"Published";"EG020004"
"EC003680";"1";"Mounting rail for floor spring";"Published";"EG020004"
"EC003681";"1";"Pivot hinge for floor spring";"Published";"EG020004"
"EC003682";"1";"Cement box for floor spring";"Published";"EG020004"
"EC003683";"1";"Sliding piece for overhead door closer";"Published";"EG020004"
"EC003684";"1";"Door lever/ swing arm for floor spring";"Published";"EG020004"
"EC003685";"1";"Cover panel for floor spring";"Published";"EG020004"
"EC003687";"1";"Sill seal for doors";"Published";"EG020004"
"EC003689";"1";"Tap and pipe connection element for surface mounting";"Published";"EG017970"
"EC003691";"1";"Protection profile for tubes";"Published";"EG000010"
"EC003692";"1";"Door handle set";"Published";"EG020004"
"EC003694";"1";"Cover cap for door hinge";"Published";"EG020004"
"EC003696";"1";"Multi point lock";"Published";"EG020004"
"EC003697";"1";"Case lock with handle set";"Published";"EG020004"
"EC003701";"1";"Lock case";"Published";"EG020004"
"EC003703";"1";"Shoot bolt lock";"Published";"EG020004"
"EC003705";"1";"Receiving element for door hinge";"Published";"EG020004"
"EC003706";"1";"Mounting aid for door hinge";"Published";"EG020004"
"EC003707";"1";"Mounting plate for door hinge";"Published";"EG020004"
"EC003708";"1";"Sliding door operator";"Published";"EG020004"
"EC003709";"1";"End cover for running rail";"Published";"EG020004"
"EC003710";"1";"Cover profile for sliding door";"Published";"EG020004"
"EC003711";"1";"Mounting profile for sliding door";"Published";"EG020004"
"EC003712";"1";"Buffer/stop for sliding door/sliding gate";"Published";"EG020004"
"EC003714";"1";"Floor guide for sliding door";"Published";"EG020004"
"EC003716";"1";"Soft closing system for sliding door";"Published";"EG020004"
"EC003718";"1";"Cover angle/cover plate for door hinge";"Published";"EG020004"
"EC003719";"1";"Screw-on pocket for door hinge";"Published";"EG020004"
"EC003720";"1";"Clamping block for door hinge";"Published";"EG020004"
"EC003721";"1";"Clamping nut for door hinge";"Published";"EG020004"
"EC003722";"1";"Double action spring hinge";"Published";"EG020004"
"EC003724";"1";"Frame part/wing part for door hinge";"Published";"EG020004"
"EC003725";"1";"Casting compound for door closer";"Published";"EG020004"
"EC003726";"1";"Integrated door closer complete-set";"Published";"EG020004"
"EC003727";"1";"Temperature detector for door closer";"Published";"EG020004"
"EC003728";"1";"Distributor for electrical distribution column (multi-storey building)";"Published";"EG000015"
"EC003729";"1";"Accessories/spare parts for protection board for electrical distribution column";"Published";"EG000015"
"EC003730";"1";"Spindle converter for door handle";"Published";"EG020004"
"EC003731";"1";"Square spindle for doors/windows";"Published";"EG020004"
"EC003734";"1";"Protection board for electrical distribution column (multi-storey building)";"Published";"EG000015"
"EC003735";"1";"Glass door seal";"Published";"EG020004"
"EC003736";"1";"Main entrance door threshold";"Published";"EG020004"
"EC003737";"1";"Main entrance door threshold cover";"Published";"EG020004"
"EC003738";"1";"Main entrance door threshold filling piece";"Published";"EG020004"
"EC003739";"1";"Threshold bracket";"Published";"EG020004"
"EC003740";"1";"Main entrance door threshold additional profile";"Published";"EG020004"
"EC003741";"1";"Angle damping rod";"Published";"EG018410"
"EC003742";"1";"Electronic door cylinder";"Published";"EG020004"
"EC003743";"1";"Slider for furniture sliding door";"Published";"EG020004"
"EC003744";"1";"Runner for furniture sliding door";"Published";"EG020004"
"EC003745";"1";"Sliding door fitting for furniture";"Published";"EG020004"
"EC003746";"1";"Ventilation grill for furniture/doors";"Published";"EG020004"
"EC003748";"1";"Door guard for emergency exit technology";"Published";"EG020004"
"EC003749";"1";"Damping rod";"Published";"EG018410"
"EC003750";"1";"Fastening socket for sliding gate";"Published";"EG020004"
"EC003751";"1";"Fastening angle for sliding gate";"Published";"EG020004"
"EC003752";"1";"Floor bolt for sliding gate";"Published";"EG020004"
"EC003753";"1";"Guide slider for sliding gate";"Published";"EG020004"
"EC003754";"1";"Guide roller for sliding gate";"Published";"EG020004"
"EC003755";"1";"Guide rail for sliding gate";"Published";"EG020004"
"EC003756";"1";"Guide rail bend for sliding gate";"Published";"EG020004"
"EC003757";"1";"Running tube for sliding gate";"Published";"EG020004"
"EC003758";"1";"Running rail for sliding gate";"Published";"EG020004"
"EC003759";"1";"Running rail bend for sliding gate";"Published";"EG020004"
"EC003761";"1";"Rolling apparatus for sliding gate";"Published";"EG020004"
"EC003762";"1";"Handle for sliding gate";"Published";"EG020004"
"EC003763";"1";"Roller for sliding gate";"Published";"EG020004"
"EC003764";"1";"Support angle and plate for sliding gate";"Published";"EG020004"
"EC003765";"1";"Connecting sleeve for sliding gate";"Published";"EG020004"
"EC003766";"1";"Reinforcing soffit bracket for sliding gate";"Published";"EG020004"
"EC003767";"1";"Flush pull handle";"Published";"EG020004"
"EC003768";"1";"Sliding door system";"Published";"EG020004"
"EC003769";"1";"Rail for sliding door";"Published";"EG020004"
"EC003770";"1";"Centre strike patch";"Published";"EG020004"
"EC003774";"1";"Round bar/square bar for lock";"Published";"EG020004"
"EC003776";"1";"Safety door fitting mounting set";"Published";"EG020004"
"EC003777";"1";"Safety fitting escutcheon with backplate";"Published";"EG020004"
"EC003778";"1";"Air cooler (refrigeration technology)";"Published";"EG015230"
"EC003780";"1";"Additional window locking device";"Published";"EG020004"
"EC003781";"1";"Hinge-side lock";"Published";"EG020004"
"EC003783";"1";"Accessories/spare parts for door bar lock";"Published";"EG020004"
"EC003784";"1";"Bolt lock";"Published";"EG020004"
"EC003785";"1";"Lockblocking key";"Published";"EG020004"
"EC003786";"1";"Door chain";"Published";"EG020004"
"EC003787";"1";"Door viewer";"Published";"EG020004"
"EC003788";"1";"Cover cap for door viewer";"Published";"EG020004"
"EC003789";"1";"Escutcheon cover for door viewer";"Published";"EG020004"
"EC003790";"1";"Extension for door viewer";"Published";"EG020004"
"EC003791";"1";"Hasp";"Published";"EG020004"
"EC003792";"1";"Spacer sleeve for push handle";"Published";"EG020004"
"EC003793";"1";"Handle tube for push handle";"Published";"EG020004"
"EC003794";"1";"Support for push handle";"Published";"EG020004"
"EC003795";"1";"Decorative end for push handle";"Published";"EG020004"
"EC003796";"1";"Fixing set for push handle";"Published";"EG020004"
"EC003797";"1";"Push handle (single)";"Published";"EG020004"
"EC003798";"1";"Gasket plate (prefabricated)";"Published";"EG015910"
"EC003801";"1";"Door/gate operating locking bolt";"Published";"EG020004"
"EC003802";"1";"Partition wall bracket";"Published";"EG020004"
